Id_comanda,Niu_client,Niu_repartidor,Facultad_destino,Facultat_Origen,Precio,Tipo,Articulo,fecha_inicio,fecha_entrega,Estado
4180,1,2,traduccion,ciencias,20.93,Comida,Tortilla española,2023-09-23 15:49:43,2023-09-23 16:20:18,finalizado
4181,1,2,traduccion,ciencias,9.68,Comida,Pollo al curry,2023-04-27 20:19:25,2023-04-27 21:26:57,finalizado
4182,1,2,ciencias,economia,0.0,Biblioteca,Artículo académico,2023-08-25 12:19:59,2023-08-25 13:35:20,activo
4183,1,2,derecho,ciencias politicas,0.0,Biblioteca,Guía,2023-02-27 16:32:15,2023-02-27 18:28:41,finalizado
4184,1,2,ciencias politicas,derecho,8.79,Comida,Tostadas con aguacate,2023-03-25 16:30:02,2023-03-25 18:19:02,finalizado
4185,1,2,veterinaria,psicologia,4.09,Tienda,Lámpara de escritorio,2023-05-01 17:17:07,2023-05-01 21:29:58,activo
4186,1,2,filosofia,comunicacion,24.01,Comida,Pollo a la parrilla,2023-05-11 01:09:54,2023-05-11 02:25:06,finalizado
4187,1,2,derecho,ciencias,0.0,Biblioteca,Guía,2023-01-24 04:47:37,2023-01-24 06:35:49,activo
4188,1,2,comunicacion,ciencias politicas,11.28,Comida,Tarta de manzana,2023-03-01 06:34:24,2023-03-01 08:08:26,finalizado
4189,1,2,derecho,doctorado,11.26,Comida,Chili con carne,2023-02-25 07:36:36,2023-02-25 09:34:18,finalizado
4190,1,2,medicina,economia,5.78,Tienda,Estación de carga,2023-10-10 09:55:24,2023-10-10 10:49:15,finalizado
4191,1,2,comunicacion,veterinaria,10.8,Comida,Calzone,2023-02-19 16:14:32,2023-02-19 17:36:59,finalizado
4192,1,2,economia,ingenieria,7.47,Tienda,Caja de herramientas,2023-07-27 19:15:16,2023-07-27 20:46:32,espera
4193,1,2,traduccion,ingenieria,9.75,Tienda,Memoria USB,2023-03-14 13:27:26,2023-03-14 16:22:02,finalizado
4194,1,2,medicina,comunicacion,8.63,Comida,Pasta carbonara,2023-02-03 21:58:36,2023-02-04 00:51:11,finalizado
4195,1,2,derecho,derecho,2.12,Tienda,Memoria USB,2023-05-07 10:22:59,2023-05-07 10:34:00,finalizado
4196,1,2,traduccion,ciencias politicas,10.09,Comida,Empanadas,2023-09-07 11:34:15,2023-09-07 12:07:12,finalizado
4197,1,2,doctorado,economia,0.0,Biblioteca,Revista,2023-05-22 09:24:38,2023-05-22 15:57:32,activo
4198,1,2,traduccion,biociencias,17.92,Comida,Paella,2023-04-26 16:49:50,2023-04-26 17:50:29,finalizado
4199,1,2,biociencias,ciencias,11.36,Comida,Tiramisú,2023-01-17 16:02:58,2023-01-17 16:02:58,espera
4200,1,2,comunicacion,derecho,20.21,Comida,Sopa de miso,2023-11-25 02:35:43,2023-11-25 04:21:29,finalizado
4201,1,2,ciencias politicas,ingenieria,17.44,Comida,Ramen,2023-04-15 12:47:37,2023-04-15 12:47:37,finalizado
4202,1,2,ingenieria,doctorado,0.0,Biblioteca,Revista,2023-01-28 19:10:12,2023-01-28 22:41:55,finalizado
4203,1,2,ciencias,ingenieria,10.73,Comida,Wrap de pollo,2023-01-07 14:23:55,2023-01-07 14:23:55,activo
4204,1,2,comunicacion,doctorado,5.81,Comida,Sopa de miso,2023-09-06 17:38:43,2023-09-06 17:52:57,finalizado
4205,1,2,biociencias,doctorado,9.07,Comida,Burritos,2023-10-18 03:25:35,2023-10-18 03:25:35,activo
4206,1,2,filosofia,veterinaria,8.44,Comida,Crepes,2023-02-24 19:29:29,2023-02-24 19:29:29,activo
4207,1,2,doctorado,economia,16.85,Comida,Crepes,2023-11-07 18:43:28,2023-11-07 19:49:00,finalizado
4208,1,2,biociencias,derecho,18.49,Comida,Calzone,2023-08-03 19:01:46,2023-08-03 21:26:57,finalizado
4209,1,2,psicologia,ciencias,0.0,Biblioteca,Título de libro,2023-11-21 16:23:22,2023-11-21 19:25:22,finalizado
4210,1,2,ciencias,traduccion,20.28,Comida,Ramen,2023-01-26 02:05:25,2023-01-26 05:47:43,finalizado
4211,1,2,ingenieria,economia,0.0,Biblioteca,Guía,2023-02-28 23:14:51,2023-03-01 04:01:34,finalizado
4212,1,2,filosofia,doctorado,8.18,Comida,Tarta de manzana,2023-03-16 19:55:08,2023-03-16 20:27:40,finalizado
4213,1,2,economia,comunicacion,0.0,Biblioteca,Guía,2023-11-19 16:43:13,2023-11-19 20:38:38,finalizado
4214,1,2,psicologia,ciencias,21.83,Comida,Pollo a la parrilla,2023-06-03 08:25:51,2023-06-03 08:25:51,finalizado
4215,1,2,traduccion,veterinaria,12.59,Comida,Wrap de pollo,2023-02-05 16:48:11,2023-02-05 19:47:30,finalizado
4216,1,2,economia,veterinaria,0.0,Biblioteca,Enciclopedia,2023-10-06 06:11:37,2023-10-06 08:58:53,finalizado
4217,1,2,medicina,doctorado,6.51,Tienda,Mochila,2023-08-23 23:02:33,2023-08-24 07:50:43,finalizado
4218,1,2,medicina,veterinaria,3.5,Tienda,Gafas de lectura,2023-04-08 09:55:00,2023-04-08 21:06:04,activo
4219,1,2,filosofia,ciencias,11.28,Comida,Wrap de pollo,2023-08-22 11:58:02,2023-08-22 11:58:02,finalizado
4220,1,2,biociencias,veterinaria,9.09,Tienda,Caja de herramientas,2023-04-28 01:36:25,2023-04-28 02:14:36,espera
4221,1,2,doctorado,doctorado,0.0,Biblioteca,Artículo académico,2023-05-22 00:40:26,2023-05-22 00:56:10,finalizado
4222,1,2,derecho,ciencias politicas,24.88,Comida,Ceviche,2023-08-04 21:50:51,2023-08-04 21:53:33,finalizado
4223,1,2,traduccion,biociencias,21.79,Comida,Tostadas con aguacate,2023-11-01 10:08:11,2023-11-01 10:26:15,activo
4224,1,2,comunicacion,traduccion,14.49,Comida,Calzone,2023-06-14 03:39:43,2023-06-14 05:25:18,finalizado
4225,1,2,doctorado,doctorado,7.29,Comida,Sándwich de pollo,2023-07-04 01:14:39,2023-07-04 03:35:49,finalizado
4226,1,2,ciencias politicas,comunicacion,9.28,Comida,Burritos,2023-11-11 08:03:41,2023-11-11 08:38:40,finalizado
4227,1,2,derecho,veterinaria,0.0,Biblioteca,Libro,2023-02-07 19:16:00,2023-02-07 22:36:49,finalizado
4228,1,2,veterinaria,ciencias,6.1,Tienda,Teclado inalámbrico,2023-04-06 06:19:26,2023-04-06 09:51:19,activo
4229,1,2,filosofia,comunicacion,0.0,Biblioteca,Enciclopedia,2023-06-21 15:13:27,2023-06-21 17:02:02,activo
4230,1,2,psicologia,filosofia,7.96,Comida,Fish and chips,2023-10-21 12:11:38,2023-10-21 12:51:24,finalizado
4231,1,2,filosofia,derecho,6.34,Tienda,Lámpara de escritorio,2023-10-21 06:11:29,2023-10-21 15:32:21,finalizado
4232,1,2,doctorado,ciencias politicas,8.86,Comida,Tortilla española,2023-04-02 20:15:38,2023-04-02 20:15:38,activo
4233,1,2,veterinaria,ingenieria,24.47,Comida,Tarta de manzana,2023-04-03 04:46:40,2023-04-03 04:46:40,finalizado
4234,1,2,derecho,traduccion,15.9,Comida,Wrap de pollo,2023-09-15 06:09:28,2023-09-15 07:54:33,finalizado
4235,1,2,economia,doctorado,6.02,Comida,Albóndigas,2023-04-17 23:01:10,2023-04-17 23:01:10,activo
4236,1,2,medicina,ciencias,0.0,Biblioteca,Libro,2023-02-13 10:01:01,2023-02-13 10:16:04,activo
4237,1,2,psicologia,comunicacion,0.0,Biblioteca,Título de libro,2023-06-29 09:57:36,2023-06-29 14:47:27,finalizado
4238,1,2,derecho,psicologia,12.84,Comida,Paella,2023-02-26 22:43:53,2023-02-26 23:23:51,activo
4239,1,2,filosofia,biociencias,11.44,Comida,Wrap de pollo,2023-06-20 14:56:46,2023-06-20 14:57:13,espera
4240,1,2,ciencias,medicina,0.0,Biblioteca,Guía,2023-09-07 03:18:56,2023-09-07 05:58:13,activo
4241,1,2,medicina,veterinaria,14.95,Comida,Pollo al curry,2023-11-15 02:26:29,2023-11-15 06:20:09,activo
4242,1,2,medicina,doctorado,4.95,Tienda,Mochila,2023-11-15 20:26:27,2023-11-16 12:25:21,finalizado
4243,1,2,veterinaria,veterinaria,5.16,Comida,Paella,2023-10-12 18:18:12,2023-10-12 20:14:09,activo
4244,1,2,psicologia,medicina,24.28,Comida,Tortilla española,2023-03-20 05:30:12,2023-03-20 05:30:12,activo
4245,1,2,doctorado,ingenieria,0.0,Biblioteca,Revista,2023-11-17 19:48:55,2023-11-17 21:01:48,finalizado
4246,1,2,psicologia,veterinaria,0.0,Biblioteca,Enciclopedia,2023-07-02 11:18:25,2023-07-02 13:07:11,finalizado
4247,1,2,ciencias politicas,ingenieria,6.9,Comida,Tiramisú,2023-04-23 00:29:37,2023-04-23 01:15:46,activo
4248,1,2,economia,economia,3.54,Tienda,Gafas de lectura,2023-07-09 20:18:48,2023-07-09 21:25:32,finalizado
4249,1,2,economia,doctorado,13.65,Comida,Tarta de manzana,2023-11-20 12:24:18,2023-11-20 13:00:44,finalizado
4250,1,2,doctorado,medicina,13.21,Comida,Pizza 4 quesos,2023-03-08 00:01:34,2023-03-08 00:52:07,finalizado
4251,1,2,ciencias politicas,filosofia,5.53,Comida,Tortilla española,2023-02-14 10:59:48,2023-02-14 11:09:31,finalizado
4252,1,2,veterinaria,economia,5.5,Comida,Pollo a la parrilla,2023-03-06 11:34:41,2023-03-06 14:22:42,activo
4253,1,2,filosofia,traduccion,0.0,Biblioteca,Enciclopedia,2023-07-25 11:38:26,2023-07-25 12:05:40,espera
4254,1,2,doctorado,ciencias,7.22,Comida,Pollo al curry,2023-05-25 04:53:46,2023-05-25 05:46:18,activo
4255,1,2,ingenieria,comunicacion,11.11,Comida,Bagel,2023-09-23 22:31:23,2023-09-23 22:47:14,finalizado
4256,1,2,comunicacion,doctorado,9.05,Comida,Tacos,2023-08-28 03:51:24,2023-08-28 05:22:11,espera
4257,1,2,economia,doctorado,0.0,Biblioteca,Título de libro,2023-02-17 20:42:02,2023-02-18 03:26:41,espera
4258,1,2,comunicacion,medicina,18.52,Comida,Calzone,2023-08-22 03:14:38,2023-08-22 03:24:53,activo
4259,1,2,ingenieria,ingenieria,0.0,Biblioteca,Revista,2023-09-08 22:17:11,2023-09-09 00:57:37,finalizado
4260,1,2,comunicacion,ingenieria,9.07,Tienda,Estación de carga,2023-11-13 07:06:22,2023-11-13 17:42:23,finalizado
4261,1,2,veterinaria,filosofia,1.66,Tienda,Altavoces Bluetooth,2023-05-16 08:47:23,2023-05-16 16:34:28,finalizado
4262,1,2,psicologia,veterinaria,18.33,Comida,Sopa de miso,2023-04-30 05:40:34,2023-04-30 05:40:34,finalizado
4263,1,2,medicina,psicologia,16.89,Comida,Crepes,2023-10-14 19:41:53,2023-10-14 20:45:52,activo
4264,1,2,ciencias,comunicacion,0.0,Biblioteca,Libro,2023-06-14 18:45:03,2023-06-14 19:25:02,finalizado
4265,1,2,ciencias politicas,ingenieria,0.0,Biblioteca,Libro,2023-02-06 04:49:15,2023-02-06 08:42:41,finalizado
4266,1,2,economia,biociencias,24.48,Comida,Bagel,2023-09-29 07:59:18,2023-09-29 08:15:57,activo
4267,1,2,comunicacion,biociencias,19.85,Comida,Empanadas,2023-03-03 05:03:27,2023-03-03 06:00:38,finalizado
4268,1,2,psicologia,ciencias politicas,0.0,Biblioteca,Revista,2023-09-07 09:44:21,2023-09-07 12:35:37,finalizado
4269,1,2,veterinaria,medicina,0.0,Biblioteca,Título de libro,2023-06-20 02:28:29,2023-06-20 03:10:06,finalizado
4270,1,2,psicologia,psicologia,0.0,Biblioteca,Libro,2023-08-30 14:37:36,2023-08-30 14:51:19,finalizado
4271,1,2,biociencias,doctorado,22.68,Comida,Ensalada de frutas,2023-07-27 12:42:31,2023-07-27 12:42:31,finalizado
4272,1,2,biociencias,ingenieria,0.0,Biblioteca,Guía,2023-04-14 01:40:31,2023-04-14 06:25:36,espera
4273,1,2,ciencias,traduccion,22.22,Comida,Sushi,2023-03-27 00:52:49,2023-03-27 01:10:10,finalizado
4274,1,2,filosofia,medicina,21.4,Comida,Pollo a la parrilla,2023-10-07 06:14:09,2023-10-07 06:37:52,finalizado
4275,1,2,economia,economia,0.0,Biblioteca,Guía,2023-10-20 14:56:04,2023-10-20 20:24:52,finalizado
4276,1,2,derecho,traduccion,9.47,Tienda,Caja de herramientas,2023-02-19 11:08:01,2023-02-20 06:56:41,activo
4277,1,2,psicologia,biociencias,0.0,Biblioteca,Artículo académico,2023-10-01 15:23:19,2023-10-01 16:25:06,finalizado
4278,1,2,medicina,ciencias,12.11,Comida,Tacos,2023-07-22 13:07:04,2023-07-22 13:10:10,finalizado
4279,1,2,ingenieria,ingenieria,5.79,Tienda,Gafas de lectura,2023-04-23 19:47:29,2023-04-24 01:05:53,finalizado
4280,1,2,ingenieria,doctorado,0.0,Biblioteca,Guía,2023-07-09 07:26:02,2023-07-09 08:00:49,finalizado
4281,1,2,biociencias,comunicacion,0.0,Biblioteca,Título de libro,2023-05-19 23:37:33,2023-05-20 01:13:25,finalizado
4282,1,2,psicologia,comunicacion,2.95,Tienda,Mochila,2023-05-05 12:54:47,2023-05-05 13:53:16,finalizado
4283,1,2,ingenieria,ciencias,17.64,Comida,Ensalada de frutas,2023-07-29 02:25:54,2023-07-29 03:23:51,activo
4284,1,2,ciencias,ciencias,22.72,Comida,Chili con carne,2023-04-26 13:36:37,2023-04-26 13:59:14,activo
4285,1,2,doctorado,doctorado,0.0,Biblioteca,Guía,2023-07-26 23:16:39,2023-07-27 01:21:24,finalizado
4286,1,2,doctorado,economia,23.83,Comida,Wrap de pollo,2023-10-06 15:40:48,2023-10-06 15:40:48,activo
4287,1,2,traduccion,filosofia,0.0,Biblioteca,Libro,2023-07-19 19:38:54,2023-07-19 23:17:06,finalizado
4288,1,2,traduccion,medicina,21.59,Comida,Pasta carbonara,2023-08-15 11:24:31,2023-08-15 12:42:34,finalizado
4289,1,2,filosofia,medicina,0.0,Biblioteca,Artículo académico,2023-04-02 21:13:45,2023-04-03 02:57:56,finalizado
4290,1,2,economia,comunicacion,0.0,Biblioteca,Título de libro,2023-03-16 23:21:21,2023-03-17 03:56:43,finalizado
4291,1,2,filosofia,ciencias politicas,22.76,Comida,Wrap de pollo,2023-10-11 16:49:40,2023-10-11 19:43:34,espera
4292,1,2,ciencias,derecho,3.14,Tienda,Altavoces Bluetooth,2023-10-16 13:23:54,2023-10-16 16:19:03,espera
4293,1,2,ingenieria,traduccion,9.73,Tienda,Posits,2023-11-23 17:07:34,2023-11-23 23:06:08,finalizado
4294,1,2,ingenieria,filosofia,4.43,Tienda,Estación de carga,2023-01-25 08:17:30,2023-01-25 18:59:47,espera
4295,1,2,ingenieria,economia,22.68,Comida,Tarta de manzana,2023-04-12 17:30:03,2023-04-12 17:32:04,finalizado
4296,1,2,ciencias politicas,doctorado,8.94,Tienda,Maletín ejecutivo,2023-04-21 18:24:14,2023-04-21 22:29:09,finalizado
4297,1,2,ingenieria,ciencias,10.96,Comida,Calzone,2023-04-07 18:41:42,2023-04-07 19:10:37,finalizado
4298,1,2,filosofia,traduccion,10.0,Comida,Tarta de manzana,2023-08-06 15:18:20,2023-08-06 16:16:20,activo
4299,1,2,economia,medicina,2.63,Tienda,Gafas de lectura,2023-02-13 03:12:39,2023-02-13 08:13:05,finalizado
4300,1,2,doctorado,biociencias,19.83,Comida,Fish and chips,2023-11-17 08:58:32,2023-11-17 09:10:32,finalizado
4301,1,2,doctorado,doctorado,9.01,Comida,Crepes,2023-05-25 06:29:54,2023-05-25 06:36:57,finalizado
4302,1,2,psicologia,ciencias,17.31,Comida,Hamburguesa,2023-02-17 23:49:59,2023-02-18 00:51:42,finalizado
4303,1,2,veterinaria,ciencias politicas,13.09,Comida,Tiramisú,2023-07-22 18:18:10,2023-07-22 18:18:10,espera
4304,1,2,biociencias,comunicacion,8.53,Tienda,Posits,2023-06-29 16:48:40,2023-06-29 18:52:36,finalizado
4305,1,2,economia,psicologia,0.0,Biblioteca,Título de libro,2023-02-05 22:05:20,2023-02-06 00:34:18,finalizado
4306,1,2,ciencias,ingenieria,0.0,Biblioteca,Libro,2023-08-07 16:01:14,2023-08-07 17:24:33,activo
4307,1,2,medicina,psicologia,4.75,Tienda,Caja de herramientas,2023-05-21 03:07:32,2023-05-21 21:42:46,finalizado
4308,1,2,traduccion,medicina,8.77,Comida,Tortilla española,2023-01-26 13:45:48,2023-01-26 13:45:48,finalizado
4309,1,2,derecho,traduccion,17.56,Comida,Poke bowl,2023-10-12 11:23:58,2023-10-12 11:23:58,finalizado
4310,1,2,ingenieria,filosofia,19.08,Comida,Ceviche,2023-05-14 17:17:35,2023-05-14 17:17:35,finalizado
4311,1,2,veterinaria,ciencias,5.53,Comida,Burritos,2023-05-19 01:39:19,2023-05-19 01:39:19,finalizado
4312,1,2,doctorado,ciencias politicas,9.28,Tienda,Pinturas al óleo,2023-07-24 14:54:11,2023-07-24 18:13:16,finalizado
4313,1,2,traduccion,economia,3.16,Tienda,Auriculares inalámbricos,2023-07-24 00:28:26,2023-07-24 02:08:07,finalizado
4314,1,2,psicologia,traduccion,19.3,Comida,Sopa de miso,2023-03-24 05:09:47,2023-03-24 05:21:42,finalizado
4315,1,2,biociencias,ingenieria,0.0,Biblioteca,Guía,2023-05-20 02:18:19,2023-05-20 02:45:58,espera
4316,1,2,doctorado,veterinaria,16.41,Comida,Hamburguesa,2023-08-24 10:07:43,2023-08-24 10:07:43,activo
4317,1,2,medicina,veterinaria,0.0,Biblioteca,Enciclopedia,2023-11-10 06:21:01,2023-11-10 08:46:27,finalizado
4318,1,2,psicologia,comunicacion,0.0,Biblioteca,Artículo académico,2023-06-03 11:03:22,2023-06-03 11:53:23,activo
4319,1,2,ciencias,psicologia,16.65,Comida,Sushi,2023-05-07 23:54:57,2023-05-08 03:11:50,finalizado
4320,1,2,doctorado,psicologia,4.73,Tienda,Estación de carga,2023-05-28 00:10:28,2023-05-28 00:13:14,finalizado
4321,1,2,ciencias,filosofia,6.49,Comida,Albóndigas,2023-01-05 01:47:23,2023-01-05 02:08:19,activo
4322,1,2,filosofia,economia,20.27,Comida,Wrap de pollo,2023-07-16 15:57:35,2023-07-16 18:39:58,activo
4323,1,2,ingenieria,traduccion,0.0,Biblioteca,Enciclopedia,2023-02-27 00:48:11,2023-02-27 03:25:33,finalizado
4324,1,2,derecho,ciencias,0.0,Biblioteca,Título de libro,2023-05-04 10:32:37,2023-05-04 12:20:04,finalizado
4325,1,2,ciencias,ciencias politicas,21.63,Comida,Calzone,2023-07-22 20:58:16,2023-07-22 23:39:39,finalizado
4326,1,2,comunicacion,filosofia,0.0,Biblioteca,Artículo académico,2023-08-30 18:35:47,2023-08-30 18:40:38,finalizado
4327,1,2,doctorado,derecho,12.37,Comida,Tiramisú,2023-03-13 15:25:53,2023-03-13 15:26:35,finalizado
4328,1,2,traduccion,doctorado,22.09,Comida,Hot dog,2023-05-15 22:23:13,2023-05-16 00:12:00,activo
4329,1,2,medicina,comunicacion,8.32,Comida,Tostadas con aguacate,2023-04-03 05:57:59,2023-04-03 06:02:04,finalizado
4330,1,2,economia,economia,14.93,Comida,Ensalada de frutas,2023-02-27 13:58:05,2023-02-27 14:55:19,activo
4331,1,2,doctorado,ciencias,6.05,Comida,Empanadas,2023-06-10 12:29:31,2023-06-10 12:29:31,finalizado
4332,1,2,derecho,medicina,5.58,Tienda,Botella de agua,2023-03-15 09:45:39,2023-03-15 11:15:40,finalizado
4333,1,2,derecho,filosofia,11.8,Comida,Poke bowl,2023-05-20 17:10:51,2023-05-20 17:23:17,finalizado
4334,1,2,psicologia,psicologia,6.16,Comida,Wrap de pollo,2023-04-20 04:52:50,2023-04-20 06:06:17,activo
4335,1,2,veterinaria,derecho,21.74,Comida,Wrap de pollo,2023-05-04 04:00:59,2023-05-04 04:31:11,finalizado
4336,1,2,medicina,traduccion,7.37,Comida,Bagel,2023-03-12 19:53:44,2023-03-12 21:28:30,activo
4337,1,2,doctorado,comunicacion,7.11,Comida,Pasta carbonara,2023-05-06 00:37:52,2023-05-06 00:37:52,finalizado
4338,1,2,filosofia,economia,20.63,Comida,Pollo al curry,2023-07-23 06:20:43,2023-07-23 06:20:43,finalizado
4339,1,2,derecho,ciencias politicas,22.13,Comida,Bagel,2023-02-28 16:56:05,2023-02-28 17:59:47,espera
4340,1,2,veterinaria,ciencias,20.55,Comida,Sushi,2023-01-04 12:51:43,2023-01-04 12:51:43,finalizado
4341,1,2,filosofia,veterinaria,7.84,Comida,Tortilla española,2023-11-17 20:34:04,2023-11-17 21:17:39,finalizado
4342,1,2,doctorado,filosofia,0.0,Biblioteca,Revista,2023-02-26 05:48:03,2023-02-26 11:26:36,finalizado
4343,1,2,ciencias politicas,biociencias,10.87,Comida,Sándwich de pollo,2023-03-08 00:23:34,2023-03-08 01:42:43,finalizado
4344,1,2,veterinaria,veterinaria,6.49,Comida,Sopa de miso,2023-05-15 03:04:50,2023-05-15 03:18:26,activo
4345,1,2,veterinaria,ciencias politicas,17.9,Comida,Pasta carbonara,2023-03-26 05:45:42,2023-03-26 06:12:45,finalizado
4346,1,2,derecho,medicina,24.36,Comida,Tiramisú,2023-09-03 04:44:58,2023-09-03 06:09:38,espera
4347,1,2,ingenieria,economia,9.89,Tienda,Bolsa térmica,2023-02-20 08:54:12,2023-02-20 11:43:47,finalizado
4348,1,2,ingenieria,veterinaria,0.0,Biblioteca,Revista,2023-04-26 05:47:20,2023-04-26 11:27:52,finalizado
4349,1,2,doctorado,traduccion,5.51,Tienda,Posits,2023-04-08 17:16:49,2023-04-08 17:55:58,activo
4350,1,2,doctorado,doctorado,19.34,Comida,Burritos,2023-11-06 11:30:37,2023-11-06 11:46:52,finalizado
4351,1,2,traduccion,filosofia,8.77,Comida,Calzone,2023-10-17 13:33:30,2023-10-17 15:02:21,finalizado
4352,1,2,ciencias politicas,ingenieria,19.62,Comida,Bagel,2023-01-24 08:13:16,2023-01-24 08:33:30,finalizado
4353,1,2,veterinaria,derecho,0.0,Biblioteca,Artículo académico,2023-06-17 04:55:16,2023-06-17 09:39:47,finalizado
4354,1,2,medicina,doctorado,5.58,Comida,Poke bowl,2023-08-12 13:44:50,2023-08-12 13:44:50,finalizado
4355,1,2,ciencias politicas,comunicacion,16.35,Comida,Pollo a la parrilla,2023-10-31 17:52:14,2023-10-31 17:52:14,activo
4356,1,2,ciencias politicas,veterinaria,12.69,Comida,Ensalada de frutas,2023-09-09 14:34:18,2023-09-09 16:48:38,finalizado
4357,1,2,economia,derecho,0.0,Biblioteca,Enciclopedia,2023-11-14 10:11:15,2023-11-14 12:15:38,activo
4358,1,2,filosofia,traduccion,6.81,Tienda,Posits,2023-02-17 10:02:06,2023-02-17 11:10:05,finalizado
4359,1,2,traduccion,filosofia,0.0,Biblioteca,Guía,2023-10-05 22:54:38,2023-10-06 01:15:17,espera
4360,1,2,ciencias,doctorado,15.9,Comida,Tacos,2023-03-30 09:19:51,2023-03-30 09:21:32,activo
4361,1,2,derecho,biociencias,11.84,Comida,Pizza 4 quesos,2023-01-07 18:42:55,2023-01-07 20:33:28,finalizado
4362,1,2,medicina,traduccion,12.56,Comida,Wrap de pollo,2023-06-14 23:42:38,2023-06-15 02:22:20,finalizado
4363,1,2,medicina,comunicacion,9.43,Tienda,Botella de agua,2023-04-08 11:49:23,2023-04-09 04:12:55,finalizado
4364,1,2,traduccion,biociencias,22.12,Comida,Tiramisú,2023-02-01 09:26:54,2023-02-01 10:16:56,espera
4365,1,2,biociencias,ingenieria,6.93,Comida,Crepes,2023-06-15 00:17:28,2023-06-15 00:29:05,finalizado
4366,1,2,doctorado,psicologia,11.77,Comida,Pollo al curry,2023-02-20 22:55:02,2023-02-21 00:22:23,finalizado
4367,1,2,veterinaria,economia,0.0,Biblioteca,Título de libro,2023-11-21 02:37:07,2023-11-21 06:15:47,activo
4368,1,2,ciencias,comunicacion,8.66,Tienda,Pinturas al óleo,2023-06-19 01:43:18,2023-06-19 07:41:15,finalizado
4369,1,2,biociencias,psicologia,18.1,Comida,Chili con carne,2023-05-07 19:13:50,2023-05-07 21:01:25,activo
4370,1,2,biociencias,psicologia,0.0,Biblioteca,Artículo académico,2023-07-30 00:14:41,2023-07-30 00:42:39,activo
4371,1,2,doctorado,biociencias,0.0,Biblioteca,Libro,2023-01-18 06:32:23,2023-01-18 08:13:33,activo
4372,1,2,doctorado,ciencias,20.87,Comida,Sándwich de pollo,2023-09-23 02:21:41,2023-09-23 03:05:26,activo
4373,1,2,ciencias politicas,ingenieria,8.54,Comida,Burritos,2023-08-12 07:02:46,2023-08-12 09:34:19,finalizado
4374,1,2,comunicacion,filosofia,0.0,Biblioteca,Libro,2023-06-13 17:46:06,2023-06-13 22:34:17,espera
4375,1,2,doctorado,veterinaria,11.57,Comida,Tostadas con aguacate,2023-07-17 19:14:25,2023-07-17 19:37:33,finalizado
4376,1,2,filosofia,derecho,11.73,Comida,Fish and chips,2023-07-20 22:56:43,2023-07-21 01:14:41,finalizado
4377,1,2,ciencias politicas,veterinaria,22.6,Comida,Tostadas con aguacate,2023-01-28 21:45:22,2023-01-28 22:42:13,activo
4378,1,2,traduccion,ciencias politicas,6.13,Comida,Paella,2023-03-11 17:09:26,2023-03-11 18:13:56,finalizado
4379,1,2,medicina,psicologia,23.63,Comida,Ensalada de frutas,2023-02-28 16:52:06,2023-02-28 18:14:22,finalizado
4380,1,2,doctorado,doctorado,19.44,Comida,Chili con carne,2023-02-11 21:41:10,2023-02-11 21:41:10,finalizado
4381,1,2,ingenieria,medicina,5.07,Tienda,Caja de herramientas,2023-02-09 05:55:32,2023-02-09 06:38:57,activo
4382,1,2,psicologia,traduccion,0.0,Biblioteca,Libro,2023-06-17 00:50:19,2023-06-17 01:03:54,espera
4383,1,2,traduccion,ciencias politicas,0.0,Biblioteca,Libro,2023-11-25 04:21:37,2023-11-25 05:31:00,finalizado
4384,1,2,economia,filosofia,12.77,Comida,Tiramisú,2023-03-13 03:37:26,2023-03-13 06:09:10,finalizado
4385,1,2,doctorado,economia,0.0,Biblioteca,Revista,2023-06-10 23:06:47,2023-06-10 23:50:13,finalizado
4386,1,2,economia,psicologia,6.8,Tienda,Bolsa térmica,2023-03-30 00:34:05,2023-03-30 08:01:40,finalizado
4387,1,2,doctorado,derecho,10.53,Comida,Empanadas,2023-09-16 03:15:06,2023-09-16 06:58:55,espera
4388,1,2,comunicacion,biociencias,18.03,Comida,Tarta de manzana,2023-01-17 01:40:06,2023-01-17 05:34:47,activo
4389,1,2,ciencias politicas,filosofia,5.46,Comida,Hamburguesa,2023-09-15 23:01:01,2023-09-15 23:43:32,finalizado
4390,1,2,ciencias,veterinaria,0.0,Biblioteca,Título de libro,2023-11-10 18:10:48,2023-11-10 19:39:55,espera
4391,1,2,comunicacion,comunicacion,9.72,Tienda,Auriculares inalámbricos,2023-08-13 10:34:57,2023-08-13 14:16:20,finalizado
4392,1,2,biociencias,traduccion,0.0,Biblioteca,Guía,2023-04-08 05:48:00,2023-04-08 06:37:28,espera
4393,1,2,psicologia,veterinaria,23.96,Comida,Pollo al curry,2023-01-17 18:48:35,2023-01-17 19:43:47,finalizado
4394,1,2,traduccion,ingenieria,0.0,Biblioteca,Enciclopedia,2023-04-04 15:28:27,2023-04-04 21:53:18,finalizado
4395,1,2,comunicacion,derecho,0.0,Biblioteca,Revista,2023-01-31 01:35:59,2023-01-31 03:36:59,finalizado
4396,1,2,ingenieria,ciencias politicas,8.26,Comida,Bagel,2023-09-06 13:52:51,2023-09-06 16:04:00,espera
4397,1,2,psicologia,ciencias,13.47,Comida,Poke bowl,2023-08-03 12:36:19,2023-08-03 13:30:45,activo
4398,1,2,filosofia,traduccion,7.41,Comida,Wrap de pollo,2023-01-27 03:56:47,2023-01-27 04:17:33,finalizado
